ItemID,SentimentText,Sentiment
8929,#3wordsaftersex now please leave ,1
8930,#3wordsaftersex who`s the next  hahahaha lol,1
8931,#5D2 firmware update mostly video oriented  I want to auto ISO improvement = up 12800 and minimal shuttle speed,0
8932,"#702's Redi tells the Naked Scientist that she wants to evolve into Halle Berry. Redi, Halle would never be able to finish the #Comrades! ",1
8933,#8 Breakdowns...b/c they are the precursor to BREAKTHROUGHS!. #100/100 The @Healthpreneur Game   Enjoy!,1
8934,"#9 Figgins at bat for the Angels in top of the 3rd ..hit it in field ..out ..Rangers at bat now, bottom of the 3rd  we n the outfield lol",0
8935,&lt;3C.B|| Mothers day tomorrow ,1
8936,&lt;3carl.russel.doug.kevin! haha. UP was like awww &amp; ha ha! good night! ,1
8937,&lt;3'ing me right now........... ,1
8938,"&lt;3my best friends: jennie Ashleigh teresa mimi&amp; danny baseball banquet, tonight! ",1
8939,&lt;3's Chelsea!!! YAAAY So glad we are reunited! ,1
8940,&lt;3's when hubby doesn't have to work saturdays - he is still sleeping ,1
8941,&lt;a&gt;cuma test doang..   http://plurk.com/p/yzqkr,1
8942,&lt;b&gt;Miley Cyrus Will You Follow Me On This? Love You ,1
8943,&lt;---broke the cycle so what do I get? a brownie pin? I don't need anything just peace knowing that I don't have any bums around me ,1
8944,"&lt;font color=purple&gt; Purple, &lt;font color=blue&gt; blue &lt;font color=black&gt; and &lt;font color=green&gt; green ",1
8945,"&lt;grandy&gt; whats worse being a cubs fan, or selling rv's that are nicer than your house ",0
8946,"&lt;------happy camper right here....downloaded TONS of awesome 80's and 90's songs....ahh, memories... ",1
8947,&lt;--has no internet for the weekend ,0
8948,"&lt;--has once again completely drained her paypal account  Damn you etsy and ebay, why must you have such great things?!",0
8949,&lt;---has the greatest hubby in the WORLD..just wanted to share ,1
8950,&lt;--------------HOW COME I STILL DONT HAVE ONE!!!!!!!!!!!!  ,0
8951,&lt;---Jem here   Hey!  Hope everyone has started their FRIDAY fun!   Let me start my shout outs!! whooohoooo,1
8952,&lt;Kethryvis&gt; Gruuk: UFies are above and beyond the human race ,1
8953,&lt;--lonely guy.  Gotta kill 3 hours till I have to drive to LAX ,0
8954,&lt;---poor  spent more than I expected at The Makeup Show lmaoo. So much for project 10 pan hahaha,0
8955,&lt;----signin´out...have a nice day/night @all ,1
8956,&lt;Trista ;)  &gt;Is doing nothing,1
8957,&lt;violins&gt; I'm not quite sure how I'm going to do this  &lt;/violins&gt;,0
8958,&lt;wheezy&gt; http://bit.ly/o93ss  is jó  - http://bit.ly/ZzSp7,1
8959,"&quot;  Im going to try to find pictures of the X-factor tour  ,, i know i have loads but ;;;;;; i just  can't find them for some reason   &quot;",0
8960,&quot; ...not academically of course. &quot; I miss him already ,0
8961,"&quot; 16 and under nor passed the 8th grade &quot;   sorry moms... I tried, but... I got three little sisters who will be trained. Hahahaha ",0
8962,"&quot; Become a human transformer, a virtual router to connect others &quot; -  RmS",1
8963,&quot; BRAZIL SCREAMS IN ONE VOICE WE LOVE MILEY CYRUS!  &quot;,1
8964,&quot; Don't worry ... Be Happy  &quot;,1
8965,&quot; EEEP OMG THAT JEFF JONAS IS SO HOT &quot;  xD ||||||||||||||||||||||||||||||||||||||||||||||||| LMAO not the same here ,0
8966,&quot; hate to disappoint but no it's not mine. All my lyrics are safe in my book. But thanks for the concern!&quot; - ohhhhhhhhhh ,0
8967,"&quot; I need you next to me, i love you ! But you don't know ! &quot;  I'm soo sad ",0
8968,"&quot; I was flyin, now I'm crashin This is bad, real bad, michael jackson Now I'm mad, real mad, joe jackson &quot;  B-e-a-utiful ",1
8969,"&quot; I wish my smile was your favorite kind of smile, I wish the way that I dress was your favorite kind of style&quot; ",0
8970,&quot;family bird is the word&quot; I &lt;3 FAMILY GUY ,1
8971,&quot;feliz dia mamiiiiii Te Amooo! Dios te Bendigaa!! GRACIAS!&quot;   -  Jackelin Celedon Mares  from Facebook  - Her Spanish is better than mine ,1
8972,&quot;Find Gideon and you save us both. &quot; Chris dying always makes me cry ,0
8973,&quot;fire of anatolia&quot; is fired... costumes are destroyed... it's so poor situation ,0
8974,&quot;fire shower of nuclear&quot; is not something i want to read right before i go to bed ,0
8975,&quot;Flashing lights&quot;- with all the lights cut off... my kinda groove ,1
8976,&quot;Fly with me&quot;- THE JONAS BROTHERS ,1
8977,&quot;Follow me u guys.....Twitter.com/RandallW89 tell a friend to tell a friend.. please n thanks!&quot; ,1
8978,&quot;For a second I think u took shape of a unicorn&quot;- step brothers ,1
8979,&quot;For God so loved the world- - -&quot; Sweet I forgot John 3:16 ,1
8980,"&quot;For the Kingdom of God is Righteousness, Peace and Joy in the Holy Spirit&quot; Romans 14:17 ",1
8981,"&quot;Friends are like stars u can't see them but u feel they are there, but then u look &amp; realize they fell. Hence the meaning falling star&quot; ",0
8982,&quot;Friends are the same soul different bodies.&quot; Plato ,1
8983,&quot;fuck friends&quot;? That made me feel great ,0
8984,&quot;fuck you alphabetti spaghetti. i never want to eat carbs again.&quot; this girl owns my heart  ily sophie.,1
8985,&quot;Future PC just froze.&quot;  #apple #ads #getamac,1
8986,&quot;get down in this rage with me...it takes 2 to dance baby&quot; listening to @thetalkabout on myspace ,1
8987,&quot;Girl cheese and soup&quot; ,1
8988,&quot;Girl you look fine with a gun&quot; -the nicest thing someone has to me this week. ,1
8989,&quot;give us the money!&quot;    &quot;elmo knows where youu live&quot;   hahaha&lt;3 these msn sounds crack me up  x,1
8990,"&quot;Go mommy, go!&quot; Viki is leaving the Morning Show on Absolute Radio! ",0
8991,&quot;God give me patience...but give it quickly&quot;...30 min into our trip &amp; 2nd pee stop ,0
8992,&quot;God I love texting&quot; - text from “mom cell??  http://tumblr.com/x9j1ya3xi,1
8993,&quot;good morning sunshine! The earth says hello!!&quot; hehe ,1
8994,&quot;Good morning sunshine. The earth says 'hello'.&quot; (Johnny Depp as Willy Wonka). ,1
8995,&quot;Gosh hunny you've put on weight!&quot; &quot;Errrr... thank you?&quot; ,0
8996,&quot;Got Love to Kill&quot; - Juliette &amp; the Licks. Julian Wilson's section in Stranger than Fiction.... so amazing...   ,1
8997,"&quot;got that super soaker, pussy pop like cola coca plus it's tighter den a choker, got him smilin' like the joker.&quot; my nicki fix. ",1
8998,"&quot;got the news today, doctor said i had to wait a little bit longer and i'll be fine&quot; awww i cant listen to this song...makes me sad ",0
8999,&quot;grandma just gave you the dirtiest look i've ever seen in my life&quot; haha ,1
9000,&quot;Gravity is not always convenient!&quot;-Mr. Donde lol I just dropped my phone  but I thought of this saying.,0
9001,"&quot;Ha-ha!&quot; to the premature PSP Go! reveal. Sony must be up in arms  Also, it looks ugly as hell.",1
9002,"&quot;Hahah your just jealous your not as thin as me you fat bitch, my legs are HALF your size, gutted on you.&quot; it's nice to know the truth. ",0
9003,"&quot; lesbian, gay and bisexual students are 2-5 times more likely to skip school and that 28 per cent drop out&quot;  http://tinyurl.com/ovxkfm ",0
9004,&quot; mileycyrus i wanna perform with lady gaga one day  &quot; ..... my world would def be 'rocked',1
9005,&quot; Thinking about school ,0
9006,&quot; yer as beautiful as the joshua trees in palmdale  as innocent as the babys getting kidnapped from their homes out there ...,1
9007,&quot;#WikiLeaks is overloaded by global interest&quot; Argh! It's been overloaded for over an hour now ,0
9008,"&quot;&lt; monica&gt; tenk pÃ¥ Neophos, da &lt; monica&gt; han blir jo et berg &lt; monica&gt; feit og vakker&quot;  ",0
9009,"&quot;&quot;Doing some work&quot;&quot; Facebook, myspace here I come! Ok wished i done the french earlier! Maybe I would remember what exactly to put in it! ",0
9010,&quot;&quot;I'm really glad you're in my life.&quot; :: &quot;really? how come?&quot; :: &quot;because you're awesome and you don't judge me.&quot; :: take notes friends.  ,1
9011,"&quot;...begging, begging you ooh ooh ooh...&quot; ...i don't know what that song is called or who sings it, but i love it!!! lol. ",1
9012,&quot;...it's such a perfect day&quot; ,1
9013,"&quot;..aww, you guys made me innnk&quot;.  finding nemo &gt; every other pixar movie ever made.",1
9014,&quot;@MandyyJirouxx&quot; hi mandy you are really pretty  I love the Miley and mandy show write me back pls ,1
9015,&quot;@mileycyrus bugs do suck don't they  yuck! &quot;,1
9016,&quot;@mileycyrus&quot;I love you  write me back pls,1
9017,&quot;@mileycyrus&quot;I vote for you ,1
9018,&quot;@mileycyrus&quot;you are the best!!!! I love you  can you give me your e-mail???I want to write with you but I cant ,0
9019,&quot;@mom&quot;where are you  that Miley write with you ????I write to Miley but Miley never answered =( what am I to do that Miley write with me??,1
9020,&quot;@patita: &quot;via@RonnieBebop.......... .......... good morning  @star45 thx 4 all the music&amp;props all these d... ? http://blip.fm/~7sxqs,1
9021,&quot;@tommcflyThis is AMAZING. I have been properly laughing in my room at this. Its great! http://bit.ly/6cqmk&quot; (I sent that to him.  Haha),1
9022,"&quot;10 years, 10 pounds of M&amp;Ms&quot; + lack of self-restraint = upset stomach. I should have eaten the apple and kiwi Laura put in my lunch ",0
9023,&quot;2002 all over again?&quot; Sounds good! ,1
9024,&quot;3&quot; is almost here.  http://plurk.com/p/x2lui,1
9025,&quot;a day without laughter is a wasted day&quot;... laughed alot to day.. success ,1
9026,&quot;A faulty penis freaks me out! Lol&quot; THEJLu ,1
9027,"&quot;A sound mind in a sound body&quot; (Anima Sana In Corpore Sano,ASISCS, in Latin) Mommy had a new pair of shoes ",1
9028,&quot;A Walk To Remember&quot; made me cry  It's so sad.,0
9029,"&quot;A well-spent day brings happy sleep.&quot; ~Leonardo da Vinci. Good night all, I'm off to happy land ",1
9030,&quot;?? th?c tr? em Vi?t Nam còn thua Thái Lan và Lào&quot;. Nghe ?au xót quá ,0
9031,&quot;?t's like...we actors have to become 'soulfish' with ourselves to really do what we're doing now.&quot; Sandyyy  sooo great!,1
9032,&quot;“TOM LOOKS LIKE A HARD ASS AND BECKETT LOOKS LIKE HE HAS BOOBS&quot; - - Meghan.  (via inevermenttobrag) I HATE... http://tumblr.com/xiq21q7vj,1
9033,&quot;Hairspray&quot; music is vastly overrated when you have to sing it four weekends straight. ,0
9034,&quot;Hakuna Matata&quot; it means no worries for the rest of your days.  ,1
9035,&quot;Hand shredded ass meat.&quot; Makes me glad to be a vegetarian  http://syndicated.livejournal.com/engrishfunny/196841.html,1
9036,"&quot;Hangover&quot; was a good movie, pretty funny one. K have to watch the Transformers2 next week...nd back to MGL, can't watch the ice age3 ",0
9037,&quot;Hangover&quot; was by far the funniest movie ever!!!! A must see ,1
9038,&quot;har ghadi mujhe jiska nasha hai ek bewafaa hai&quot;  This is my song today ,0
9039,&quot;Hardly Home but Always Reppin&quot;... back in sb ,0
9040,&quot;Have you found Jesus?&quot;  &quot;I didn't know he was missing...&quot; LMAO ,0
9041,"&quot;Having it all&quot; is babysitting for sick Joey &amp; attending webinar at the same time. Now, me=computer &amp; Joey=DSI. Later: Both=Jr. Scrabble! ",1
9042,"&quot;he beamed at the mention of your name&quot; fuck, I miss that dude so bad. ",0
9043,"&quot;He has your finger, But i have your heart&quot; ",0
9044,"&quot;he just do what he please&quot;   mm, good day ",1
9045,"&quot;He says his name is 'Thank God for beef.'&quot; &quot;Who is Shia Labeouf?&quot; - HAHA, that was a $2000 clue too. ",1
9046,&quot;Health Care has already been gummed to death..&quot; - Kevin Baker #p2 ,0
9047,&quot;her name is wendy leonnard and her forecasts are extremely accurate!&quot; hahaha @david_henrie is such a nerd on wizards ,1
9048,&quot;Here's another song for the radio!&quot; ,1
9049,"&quot;Hes everything to me, more than a story, more than words on a page, of history, hes the air that I breathe, the water I thirst for&quot; ",1
9050,&quot;He's Just Not That Into You&quot; DVD was alright. I love Jennifer Connelly. Brilliant &amp; gorgeous actress. ,1
9051,&quot;He's just not that into you&quot; sparked some good life advice and personal tales from my stepmom. I feel much more enlightened. ,1
9052,&quot;He's just not that into you...&quot; &lt;3 this movie! ,1
9053,"&quot;he's the reason for the teardrops on my guitar, the only thing that keeps me wishing on a wishing star&quot;    why doesnt he get it?",0
9054,"&quot;Hey  Jude, don't make it bad, just take a sad song and make it better.&quot;  ",1
9055,"&quot;Hey Girl Hey! How you doin' girl?&quot; Hah, HEY SEESTAR ",1
9056,"&quot;hey ma if you could see me now, arms spread wide on the starboard bow&quot;. love it! okay  - i need to go to bed. ",1
9057,&quot;Hey there Ollie! It must be a day off in heaven for an angel like you to be amongst us.&quot; OMG Squidoo is so polite ,1
9058,"&quot;hey, guess what.&quot; | &quot;what?&quot; | &quot;that's what.&quot; | LMFAO !!! ",1
9059,&quot;Hi I'm Ross from #spotify!&quot; - Hi Ross!!!! ,1
9060,&quot;his a super human moron&quot; haha twilight comentary ,1
9061,&quot;his last name is BIGWOOD&quot; i hope it's true.&quot; haven't found out yet but still hoping ,1
9062,"&quot;History remembers only Kings, not the soldiers&quot;. So, always prefer to be a King  --&gt; http://bit.ly/2lHQUv",1
9063,&quot;homa&quot; going on at home..my parents' 19th wedding anniversary on 21st..so this is for that... ,1
9064,&quot;ü?üdüysen üzerine google earth&quot;  re: http://ff.im/3sS7z,1
9065,"&quot;Acting stupid, getting drunk&quot; day is AWESOME! too bad it's just the two of us. miss the other two ",0
9066,&quot;Adverse Side Effects: Abnormal behavior...&quot; Damn. I'm out on the first one. Even before taking them ,1
9067,"&quot;After seven decades, Archie Andrews has finally decided to end pop culture's most famous love triangle.&quot; This is too much to process ",0
9068,"&quot;Age is strictly a case of mind over matter. If you don't mind, it doesn't matter.&quot; - Jack Benny. Precisely what I needed to hear today ",1
9069,"&quot;ah, brandon! You're so annoying. I'm going to paint your eyeballs a dark color so you'll be blind! &quot;, christopher. Them's fightin words. ",1
9070,&quot;All apps are up to date&quot; pfft. Want #twitterrific 2 now! ,1
9071,&quot;All that we are is the result of what we have thought&quot; ~ Buddah ... so think positive fabulous twitterverse ,1
9072,"&quot;All the rainbows in the sky Start to weep, then say goodbye You won't be seeing rainbows any more&quot;  ",1
9073,&quot;All the small things&quot; about you just can't help but get my attention&quot;- ,1
9074,"&quot;All those other girls, well they're beautiful, but would they write a song for you?&quot; - Taylor Swift &quot;Hey Stephen&quot; ",1
9075,&quot;all we can do is keep breathing..&quot; invadí tu privacidad.. perdón.. en serio.. i'm so sorry.. ,0
9076,"&quot;All women become like their mothers.  That is their tragedy.  No man does.  That's his.&quot; - Oscar Wilde ~ Happy Mother's Day, Moms!!! ",1
9077,&quot;Allah Kareem&quot; 2009 Album is OUT!!! RUN to the stores and BUY your copy NOW!! Album is also available too at WassoufBook.com Congrats ALL ,1
9078,&quot;Already Gone&quot; - Kelly Clarkson ,0
9079,"&quot;Alright, so, we'll bring someone into our group, just to kick them out. Then make t-shirts&quot; Ohh dear.  its strictly love.",1
9080,&quot;Am I on a way ? Or am I there already ?&quot; ...typically my mind ,1
9081,&quot;american pie 2&quot; is so funny.its on da part where their goin 2 da lake...damn a commerical ,0
9082,&quot;An existing connection was forcibly closed by the remote host&quot; doesn't sound to good ,0
9083,"&quot;And I breathe you into my heart and pray for the strength to stand today, cause I love you, whether it's wrong or right&quot; ",0
9084,&quot;and I don't know how it gets better than this you take my hand and drag me headfirst Fearless&quot;-T.Swift ,1
9085,"&quot;and i miss you.. and i need you, i do&quot; &lt;3 hungry ",0
9086,"&quot;And I’ll be there to hold your hand, just like you were there to hold mine.&quot; - A line of a song I've just written for a special person. ",1
9087,"&quot;And I'm clinging to the promise, you're not through with me yet.&quot; Love Ginny Owens! ",1
9088,&quot;and in the end the love you take is equals to the love you make&quot; tadinho do Justin! ,0
9089,&quot;and no it wont be pms rofl&quot;  Well i swear Brittany it wont! Haha ,1
9090,&quot;And now my mom and her friend are drinking.. Greatt..&quot; ,0
9091,&quot;And now there's a gun..&quot; Such awesome lines this week. ,1
9092,&quot;and when I do the dishes... i run the water very very very hot. And then I fill the sink to the top with bubbles of soap...&quot; ,1
9093,#9 still st regis #foodie oh this is the Asia tour   http://twitpic.com/4h7yz,1
9094,#900 on deck Mufuckassssss.. why i saw a cute chick today but she had ashy toes and corns on her pinky toe.Fuckeddd it up smh ,0
9095,#AbortionTuesday ?? Will it catch on? 1 abortion please ,1
9096,#adamisarockstar b/c America is stupid for not having Adam on our top radio charts. ,0
9097,"#addictedto cursing, ugh. It's a horrid habbit. ",0
9098,#addictedto the internet ,0
9099,#adiict #bollywood My and my hubbie  http://tinyurl.com/pkn62g,1
9100,#adinarayanap - Welcome to twitter.  Hope you enjoy the movie at my place ,1
9101,#ahbl princess jared almost ready for his closeup ,1
9102,#Aion peeps. Next Twitter milestone is 1500 followers. I'll think of something else than posters to give-away for then. ,1
9103,#Air France confirms Captain &amp; one cabin crew of #AF447 have been identified. Hope they may have a swift journey home to their families ,0
9104,#Air France my heart just breaks for those families  2 bodies found,0
9105,#Air France: I think they got abducted by aliens ,0
9106,"#airfrace447, 228 people over the Atlantic, missing ",0
9107,"#air-France nothing yet, when I fly the same route, I'm always afraid. I think the most fear is see happening. Hope that they didn't! ",0
9108,#Ajax #php! Just thinking about a concept of autorefresh! @varun_chander made a mistake here ,0
9109,#ally #ally haha ,1
9110,"#AMAAquentCR is making me feel old  But, lots of good insight!",0
9111,#ampache + #amdroid + #android = musical bliss? soon!  iron out the bugs and it will be amazing!,1
9112,#andyclemmensen #bradiewebb #shaundiviney #andyclemmensen #bradiewebb #shaundiviney #andyclemmensen ,1
9113,#andyclemmensen #bradiewebb #shaundiviney #shortstack ,1
9114,#andyclemmensen Damn it only works of it says somthing else ,0
9115,#andyclemmensen is my number one ,1
9116,"#andyclemmensen is trendy  Get it, it's trending, and he's trendy ",1
9117,#andyhurleyday #andyhurleyday #andyhurleyday #andyhurleyday #andyhurleyday #andyhurleyday #andyhurleyday #andyhurleyday #andyhurleyday ,1
9118,#andyhurleyday bcz he's got the voice of an angel ,1
9119,#andyhurleyday rah rah rah *shakes it* ,1
9120,#API testing... api doesn't work anymore?! ,0
9121,#apprentice kicks off and now the missus wants chocolate! If it wasn't chucking it down I may have considered driving off to get some ,0
9122,#apprentice no way!! ,0
9123,#apprentice.  Begining to feel like I want to eat chocolate now ,1
9124,#ashestoashes NOOOOO! Not Chris! OMG - I was almost crying with Shaz ,0
9125,#askagent @DaphneUn Alcohol will only make it more fun! ,1
9126,#asksteve Did you consider lost business when removing Krisflyer Gold from the Clubhouse welcome list? My business is now going to United ,0
9127,#asot400 4 hours left ,0
9128,#ASOT400 awesome ,1
9129,#ASOT400 Daniel Kandi is tearing the roof off ,1
9130,#ASOT400 how much is the rocket ticket to the moon?? i can't find it online ,0
9131,#asot400 i duno how to work twitter haha ,0
9132,#asot400 interview time ,1
9133,#ASOT400 Odd transition... anyone know when the video should be up? ,0
9134,&quot;and you never ever let me in&quot; woooah i just love that song KELSEY by metro station ,1
9135,&quot;Angels &amp; Demons&quot; is my current most favorite movie of 2009. Awesome! Just watched it with mami @litadiarist &amp; aunt @vincamiller. ,1
9136,&quot;Anvil&quot; was just awesome and heart warming and it involved heavy metal ,1
9137,&quot;Any man who can drive safely while kissing a pretty girl is not giving the kiss the attention it deserves.&quot;- Albert Einstein ,1
9138,&quot;Anybody who says they don't is lyring&quot; - Kelly Clarkson admits she pees in the shower-and dares you to admit it too! (read it in a mag) ,1
9139,&quot;anyone wanna follow me out tonight? very very  depressed and lonely ,0
9140,&quot;Approaching&quot; would have made more sense than &quot;appear&quot;. ,0
9141,&quot;Are you kidding? You think Chuck could afford her if she was a pro?&quot; HAHA great line  #chuckmemondays #chuckeu,1
9142,&quot;Are you okay?&quot; asked Arkain. &quot;That depends on what okay is.&quot; replied Gemma. That part always gets me.  How do you feel about it?,0
9143,&quot;Arrange whatever pieces come your way.&quot; Virginia Woolf  H/T to Slade....you're good at making me get over myself. ,1
9144,&quot;Arsenic and Old Lace&quot; is on tv! One of my favorite old movies - I can't believe it  So perfect for bewitching hour.,1
9145,&quot;As soon as we receive these documents an admission decision can be made in as little as two weeks. &quot; i should have taken ACT earlier ,0
9146,"&quot;as we go on we remember all the times we had together, and as our lives change from whatever we still be friends forever&quot; ",0
9147,"&quot;Ask all your followers to follow@peterfacinelli he has to reach 500,000 by Friday 19th June.. will be HYSTERICAL if he wins! ta&quot; Louise ",0
9148,"&quot;At FedEx destination facility ELMSFORD, NY&quot; ::evil cackle:: so I should have my laptop by EOD!!  #squarespace",1
9149,"&quot;At first I was afraid, I was pretrified!&quot; ",1
9150,&quot;Baby Baby Baby&quot; version Belge ... ,1
9151,"&quot;Bad words are a crutch, they lead to tattoos and peircings!&quot;  Hahahaha!",1
9152,&quot;Battery In Your Leg&quot; by Blur makes me feel sad now. Especially the live version. Thanks Jessica. ,0
9153,&quot;Battery: 81% (fully charged)&quot; ,0
9154,"&quot;BATTLEFIELD&quot; by Jordin Sparks, &quot;Its Alright Its Ok&quot; by Ashley Tisdale and &quot;PARANOID&quot; by Jonas Brothers ",1
9155,"&quot;Be mine forever, don't go. Just stay like this, ily&quot; ------ ",1
9156,"&quot;Be strong, all of you who put your hope in the Lord. Never give up.&quot; --- Psalm 31:24   ",1
9157,"&quot;Be yourself, everyone else is already taken&quot; ",1
9158,&quot;Because I knew you I have been changed for good&quot; Gotta love Wicked  I own some of the streamers they let off at the beginning of the show,1
9159,&quot;because there's no such thing as HALFWAY CROOKS!&quot; - 8 mile ,1
9160,&quot;Because you can't kill love&quot; -- GWs04e23  http://plurk.com/p/uine7,1
9161,&quot;Before the storm&quot; finished  Now it's &quot;Burnin' up!&quot;,0
9162,"&quot;being confident of this very thing, that He who has begun a good work in you will complete it until the day of Jesus Christ&quot; Phil 1:6 ",1
9163,"&quot;Hookah is the ghetto form of cigars&quot;  I said that, of COURSE.  @yayasonasty quote me.",1
9164,&quot;Hope is a dream of a soul awake&quot; What am I doing up so early. ,0
9165,&quot;horses asshole&quot; hah my mom is the best ,1
9166,"&quot;house&quot; and holy moly, not a moment 2 soon! ",0
9167,"&quot;how can we fight when im too busy loving you, too busy loving you&quot; -she's a lady ",1
9168,&quot;how do you like them apples&quot; is from the movie Rio Bravo. Good Will Hunting make a lot more sense now. ,1
9169,&quot;How do you send someone a mail message on this thing still trying to work it out&quot; Lol ,1
9170,&quot;how is this so thick?&quot;    ....you know what to say. ,1
9171,"&quot;How old are you?&quot; &quot;Twenty-Seven.&quot; &quot;I think it's ok that you aren't married yet.&quot;  Thanks for the unsolicited approval, 12-year old. ",1
9172,"&quot;How Sweet It Is To Love Someone, How Right It Is To Care....&quot;  http://tinyurl.com/cll2ab I never get sick of this song.....ENJOY!!! ",1
9173,"&quot;How to be Happy&quot; by @SusanMacD on Mahalo, photography by me.  http://bit.ly/how-to-be-happy (Maria Balais &amp; friend)",1
9174,&quot;How to Clean Your Room in Ten Minutes&quot; - http://ping.fm/i2OKe @EmmaRileySutton Wonderful Article! ,1
9175,&quot;How's it going?&quot; a rhetorical question often asked without sincerity. Sincerely answering in great detail is quite an amusing response. ,1
9176,"&quot;i am a vampire, i am a vampire...but i have lost my fangs!!&quot;  haha, just love Juno ",1
9177,&quot;I am McLovin&quot; watching superbad ,1
9178,&quot;I am on a 24 hour champange diet&quot;  sike. I'm still drinking Kool-aid..... ,1
9179,&quot;I am parked diagonally in a parallel universe&quot;  ,0
9180,&quot;I believe that every human has a finite number of heart-beats. I don't intend to waste any of mine running around doing exercises.&quot; ,1
9181,"&quot;I call everything I love Redro. Don't I, Mom? Bwhahaha!&quot; Very droll, Son1, very droll. Should never have told you about that ad. ",1
9182,&quot;I can givee you anything but lovee&quot; - Daniel Schuhmacher ,1
9183,"&quot;I can tell your future.... it is...you giving me your number&quot;  (I know I know, cheap flirtin', but funny ",1
9184,&quot;i cannot believe you have this song on your iPod&quot; haha ,1
9185,&quot;I can't beeeeelieveeeee what I'm feelin' for you. It's unusualllll.&quot; I miss Danity Kane already ,0
9186,"&quot;i can't help it, i like to party&quot; how i can soo relate to Pink's Bad Influence. ",1
9187,&quot;I can't take it any longer i though that we were stronger&quot; - about someone who i thought loved me ,0
9188,&quot;i choose to stand for my generatiooonn&quot; pick it up by the planetshakers is my perfect moodswitcher ,1
9189,&quot;I don't care what a bitch think &amp; how a hoe feel cuz aint nay 1 of you hoes payin my bills!&quot;...Trina got me going this morning ,1
9190,&quot;I don't know how to act cuz I lost my head  I must be paranoid&quot; ,1
9191,&quot;I don't know if i should smile because we are friends...Or cry because that's all we will ever be!&quot; ,0
9192,"&quot;I don't know what I want, so don't ask me, coz I'm still trying to figure it out.&quot; - Taylor Swift  ",1
9193,#asot400 the signing is awesome.... it's a beautiful day   live trance is the best,1
9194,#asot400 twitterers are dying down? good more room for us to spam  haha GO SIMON!!!,1
9195,#asot400 WOW &quot;hey boy...hey girl&quot;!! Mr. Sam is mashing the crap out of everything!! and owning the joint! hardhardhard! like much ,1
9196,#ASTD09 - How do we take the ASTD Comp Model &amp; translate to Globalization * Innovation * Transformation * Strategic Enablement? Watch me ,1
9197,"#asterisk meetme does not like me... it just does not do what I want, and no documentation on how to implement it either ",0
9198,#asylm haven't seen Danneel or Genevieve ,0
9199,"#asylm I never knew there was a Supernatural convention, I might have gone ",0
9200,#asylm i'm converted - i'm a Jared girl now ,1
9201,#asylm vids uploaded by @zepinklady ... Wtf the J's can't speak for longer than 5 seconds w/o fans screaming. SHUT UP I CAN'T HEAR THEM ,0
9202,#ATV-BS just got back from bestbuy. Got the Geforce 9400GT ,1
9203,#auscert is anyone else spoiling their dinner by eating way too many free mentos? Mmmmm. Mentos ,1
9204,#badsex is when ur pussy is so dry it make the condom burn me!! Rugs burn on ur dick aint fun ,0
9205,#Badsex: is when you delete there number out your phone b4 they leave your room. ,0
9206,#barakatday #barakatday #barakatday  I cant go to bed yet  LOL stupid myspazz wont let me read my message,0
9207,#barcamphanoi with the two last sessions before going to #beercamp ,1
9208,#barcampla looks geekier this time around.    ,1
9209,#BB10 - Freddie's voice is annoying me  Enjoying this series so far though!!,0
9210,"#BB10 is in danger of losing me as a viewer, that was an hour of pretty much nothing, i should ask for my hour back ",0
9211,#bb10 on e4 right now live feed  idiots http://tinyurl.com/novv3c,1
9212,"#BBQ for tea, sausage, burger, cajuan chicken, potatoe salad, coleslaw, savory rice and salad, good times  http://www.twitpic.com/6acs3",1
9213,#BBXXX @YoScottie U shoulda spent less time sucking up 2 @robrominxxx. Speaking of which when did Rob add the XXX? Me no likey. 2 porno. ,1
9214,#BCM101 Are any of you planning to keep posting to your Twitter after the end of this subject? Just curious. ,1
9215,"#BEA09 Tech crash! My BB is not working, but I discovered twittermail  stay tuned...",1
9216,"#Beijing Good massage for you &amp; Sexy girl &amp; 100% real photo  13341015518 - w4 (Beijing): Hi, .. http://tinyurl.com/ogmvfo",1
9217,"#Beijing Good massage for you &amp; Sexy girl &amp; 100% real photo  13341015518 - w4 (Beijing): Hi, .. http://tinyurl.com/pwjf7e",1
9218,#bfd #fail with lots of seats unsold day of show buyers charged $55 ,0
9219,#bgt  I Stavros Wins I'm finishing this bottle off! .... although it may finish me first ;-) &gt;&gt; 09011 32 22 06 ,1
9220,#BGT 2 grand rofl can't help it bit grandad out of time is hilarious lol good singing from the girl tho. Good performance! ,1
9221,"#BGT 2nites been pretty good so far.. Most have been a bit dissapointing, susan up next  ready for a full standing ovation peeps? Lol",1
9222,#BGT Come on Susan Boyle. You hot mess ,1
9223,"#BGT DCD Seniors were good, but not good enough. ",0
9224,#bgt flawless were good. i want to see what diversity can come up with ,1
9225,#BGT haha 10 for diversity :L:L SCREW YOU SUBO ,1
9226,#bgt I feel a bit sad for Susan Boyle now ,0
9227,"#bgt I LOVE 2 Grand, i think they are really sweet! But then holly is such an amazing singer for a 10 year old and i really love Julian! ",0
9228,#bgt It's a shame that the Dreambears won't get through ,0
9229,#BGT Nice singer... not as entertaining as Stavros... ,0
9230,#bgt not the best song for her ,0
9231,"#BGT on the box soon, hopefully th Boil that is Susan (maybe that should be boyle) wont win  Stavros Flatley for the chequered flag!",1
